Easting,Northing,Heading,Speed
671823.5669631187,3529985.755179972,176.00694,6.933586469562144
671823.6595399627,3529984.7475730926,176.094828,7.021172016999887
671823.7331995544,3529983.73964918,176.1827159999999,6.977329528822153
671823.82577642,3529982.7320423033,176.25961799999993,6.954035676253952
671823.9087088592,3529981.735363451,176.28158999999994,6.986990412498977
671823.9916413096,3529980.738684598,176.23764599999993,6.975203622638494
671824.0745737662,3529979.7420057473,176.1607439999999,6.944613911420924
671824.1576920341,3529978.734240359,176.1607439999999,6.965977476924884
671824.2500831486,3529977.7377200285,176.12778600000001,6.910867571947666
671824.3332014324,3529976.729954644,176.13877200000002,6.943140684287403
671824.4161339271,3529975.7332757977,176.20468799999992,6.877958067518718
671824.499066428,3529974.7365969545,176.24863199999993,6.842939802107491
671824.5821847403,3529973.7288315725,176.29257599999994,6.799765084147009
671824.665117261,3529972.7321527307,176.33651999999995,6.788780371277168
671824.7482355883,3529971.7243873533,176.34750599999995,6.754485625201626
671824.8313539242,3529970.7166219754,176.36947799999996,6.765452506685137
671824.9142864711,3529969.719943139,176.38046399999996,6.788186609283852
671824.9972190266,3529968.723264303,176.40243599999997,6.832653457116718
671825.0803373886,3529967.715498929,176.41342199999997,6.864157804028025
671825.1634557619,3529966.7077335585,176.43539399999997,6.863472019441166
671825.2371154946,3529965.6998096686,176.44637999999998,6.8731588205056156
671825.3200480815,3529964.7031308394,176.44637999999998,6.908677243931131
671825.4029806794,3529963.7064520093,176.43539399999997,6.931322565237349
671825.4862848846,3529962.687600104,176.44637999999998,7.007376134144824
671825.5695891009,3529961.6687482023,176.42440799999997,7.0615381456923325
671825.6432488692,3529960.6608243193,176.44637999999998,7.062202632867905
671825.726181501,3529959.664145496,176.44637999999998,6.99803718267846
671825.8092999421,3529958.656380135,176.42440799999997,6.897811368060213
671825.8924183894,3529957.648614776,176.43539399999997,6.8099990481987565
671825.966263991,3529956.6296043615,176.44637999999998,6.765550927226083
671826.0491966542,3529955.6329255435,176.44637999999998,6.742858713207335
671826.1323151293,3529954.6251601875,176.44637999999998,6.754487783198959
671826.2061607533,3529953.606149778,176.44637999999998,6.777933216739861
671826.2890934417,3529952.6094709625,176.600184,6.775756108860524
671826.3627532795,3529951.6015470927,176.95173599999998,6.838475369474336
671826.4271402594,3529950.5823781677,177.42413399999998,6.824847127879985
671826.4818827794,3529949.5741372616,177.85258799999997,6.845056954135542
671826.5271666399,3529948.5657378384,178.40188799999999,6.853849281776763
671826.5726362998,3529947.5462518786,179.15992199999994,6.884763092283409
671826.599188627,3529946.5264488817,179.54443199999992,6.972273712091369
671826.6259267522,3529945.4955593483,179.939928,6.961036293578757
671826.6335617367,3529944.475439316,-179.598894,6.961163944712379
671826.6411967146,3529943.455319285,-179.159454,6.994682216739151
671826.6391872128,3529942.4461272764,-178.74198600000003,6.973674564900284
671826.6373635079,3529941.42584873,-178.807902,6.951223501530765
671826.6355397901,3529940.4055701843,-179.247342,6.906886709150289
671826.6524476134,3529939.396695216,179.59936199999993,6.851223728291727
671826.6882727838,3529938.3881372865,177.16046999999992,6.804996533980432
671826.7808500037,3529937.3805304714,173.88664199999994,6.774976263200155
671826.9396379711,3529936.3740332886,169.62407399999995,6.739445074378752
671827.1831824591,3529935.391135855,164.20797599999992,6.723023974681823
671827.5304008478,3529934.432155215,157.49552999999992,6.619991037756199
671827.99019444,3529933.530509513,149.95913399999995,6.50397421377025
671828.58129482,3529932.697602339,141.34610999999995,6.3459078490575065
671829.2840414317,3529931.977462825,132.05195399999997,6.1228361949892465
671830.098248485,3529931.3811775334,122.23046999999997,5.937156186048104
671831.0044411896,3529930.94168906,111.91461599999997,5.7757992427605815
671831.983516352,3529930.6697669225,100.91762999999997,5.767047527848043
671832.9970817802,3529930.598036658,89.43725999999998,5.685524591615323
671834.007488504,3529930.714777643,78.03379199999995,5.753635273455141
671834.9576127506,3529931.041211798,66.729198,5.806304946795822
671835.8292803458,3529931.532675903,55.34770199999997,5.841622561505619
671836.5844707208,3529932.1996223656,44.021135999999956,5.910360051748969
671837.195551058,3529932.9972294266,33.01316399999996,5.97242669731308
671837.644161446,3529933.891920385,23.015903999999978,6.1350038510947
671837.9495908844,3529934.8618392,14.457809999999995,6.434862850647891
671838.1222271515,3529935.8517116965,7.086203999999952,6.721265006578577
671838.1715289552,3529936.861696394,1.2526379999999904,6.948838988467521
671838.1355168526,3529937.881340869,-2.86711200000002,7.0548436368562575
671838.0431243225,3529938.8778610923,-5.70150000000001,7.0797750647669355
671837.9128971088,3529939.8737472,-6.580380000000048,6.99821998094662
671837.773025428,3529940.8805613196,-6.723198000000025,6.849916832383077
